slNo,cust_id,cust_score,days_in_cart,purchase_hist,gender,rating,purchase
8235,9735,47,26,0,female,0,1
8236,9736,88,24,1,female,2,1
8237,9737,67,45,0,male,2,0
8238,9738,58,29,1,male,4,1
8239,9739,58,57,0,female,3,0
8240,9740,16,41,0,female,4,1
8241,9741,66,33,0,female,3,1
8242,9742,37,40,0,female,5,1
8243,9743,34,20,0,female,3,0
8244,9744,91,47,0,male,0,1
8245,9745,40,36,0,male,4,1
8246,9746,67,42,1,male,2,0
8247,9747,78,22,0,female,2,0
8248,9748,78,10,0,female,1,1
8249,9749,63,35,0,male,0,1
8250,9750,42,27,0,female,2,0
8251,9751,82,39,0,female,0,1
8252,9752,78,7,1,male,1,1
8253,9753,75,11,1,female,1,1
8254,9754,71,33,0,male,5,1
8255,9755,47,16,1,male,0,1
8256,9756,64,45,0,female,3,0
8257,9757,89,60,0,male,3,1
8258,9758,89,19,0,male,5,1
8259,9759,87,35,0,female,1,1
8260,9760,26,19,1,female,5,1
8261,9761,21,57,1,male,3,0
8262,9762,89,33,0,female,3,1
8263,9763,58,8,1,female,4,1
8264,9764,3,60,0,female,0,0
8265,9765,54,7,0,male,1,0
8266,9766,51,59,0,male,1,0
8267,9767,36,54,0,male,2,1
8268,9768,3,16,0,female,0,0
8269,9769,10,33,1,male,5,1
8270,9770,51,24,0,female,5,1
8271,9771,63,42,0,female,5,1
8272,9772,21,16,0,male,5,0
8273,9773,37,48,0,male,0,0
8274,9774,66,22,0,male,3,0
8275,9775,25,23,0,female,4,1
8276,9776,1,35,1,male,1,0
8277,9777,36,20,1,female,2,1
8278,9778,66,12,0,male,4,1
8279,9779,19,23,1,female,3,1
8280,9780,71,34,1,female,1,0
8281,9781,50,47,0,female,2,0
8282,9782,32,1,0,male,1,0
8283,9783,53,53,0,female,1,1
8284,9784,67,18,1,male,3,0
8285,9785,57,2,1,female,1,0
8286,9786,34,46,1,male,4,0
8287,9787,69,48,1,male,2,1
8288,9788,5,1,0,male,1,0
8289,9789,92,60,1,female,2,1
8290,9790,43,49,0,female,4,0
8291,9791,14,59,1,female,0,0
8292,9792,65,47,1,female,0,1
8293,9793,75,52,1,female,0,0
8294,9794,15,17,0,female,3,1
8295,9795,21,26,1,female,2,0
8296,9796,20,44,0,female,3,1
8297,9797,62,7,0,female,0,1
8298,9798,44,55,1,female,5,0
8299,9799,60,30,0,male,1,0
8300,9800,20,27,1,male,0,0
8301,9801,51,52,1,male,2,0
8302,9802,17,43,1,female,1,0
8303,9803,61,6,0,female,4,0
8304,9804,38,9,1,male,0,0
8305,9805,41,19,1,female,0,0
8306,9806,68,36,1,female,1,1
8307,9807,18,5,1,male,1,0
8308,9808,81,40,0,male,0,1
8309,9809,89,18,1,male,1,1
8310,9810,96,58,1,male,3,1
8311,9811,57,11,1,male,1,0
8312,9812,26,58,0,male,2,0
8313,9813,95,12,0,male,3,1
8314,9814,38,23,0,male,2,0
8315,9815,84,38,1,male,2,1
8316,9816,35,51,1,female,5,1
8317,9817,53,19,1,female,0,1
8318,9818,81,16,1,female,0,1
8319,9819,99,18,1,male,0,1
8320,9820,32,50,0,female,5,1
8321,9821,35,28,1,male,4,0
8322,9822,33,33,0,female,2,1
8323,9823,35,15,0,female,3,0
8324,9824,99,60,1,male,4,1
8325,9825,47,8,0,male,4,1
8326,9826,42,49,1,female,5,0
8327,9827,76,44,1,male,5,0
8328,9828,14,10,1,female,1,0
8329,9829,63,36,1,female,3,1
8330,9830,63,51,0,female,4,0
8331,9831,50,39,0,male,0,1
8332,9832,65,10,1,male,3,1
8333,9833,8,51,0,female,3,0
8334,9834,2,21,0,female,3,0
8335,9835,16,2,1,female,0,0
8336,9836,16,13,1,male,3,1
8337,9837,83,53,0,male,1,1
8338,9838,75,37,0,female,1,1
8339,9839,34,57,0,female,5,0
8340,9840,81,32,0,female,0,1
8341,9841,7,8,1,female,3,1
8342,9842,61,27,1,female,1,0
8343,9843,19,57,0,male,5,0
8344,9844,8,50,1,male,2,0
8345,9845,41,29,0,female,1,0
8346,9846,50,8,1,male,0,0
8347,9847,64,11,0,male,3,1
8348,9848,31,13,1,female,1,0
8349,9849,42,28,1,female,3,1
8350,9850,30,59,1,male,2,1
8351,9851,79,9,1,male,1,0
8352,9852,18,46,1,female,5,0
8353,9853,90,3,0,male,1,1
8354,9854,76,23,1,female,0,1
8355,9855,51,22,1,female,2,1
8356,9856,68,6,1,female,4,1
8357,9857,3,43,0,female,2,0
8358,9858,19,27,1,female,0,0
8359,9859,26,31,0,male,4,1
8360,9860,57,23,1,male,4,0
8361,9861,81,17,1,female,5,1
8362,9862,62,54,1,male,0,0
8363,9863,61,28,1,female,5,1
8364,9864,66,51,1,female,0,1
8365,9865,2,10,0,male,0,0
8366,9866,6,5,1,female,0,0
8367,9867,90,59,0,male,2,1
8368,9868,30,45,0,female,2,0
8369,9869,62,21,1,female,4,1
8370,9870,1,38,1,male,4,1
8371,9871,39,32,0,female,1,0
8372,9872,26,8,0,male,2,0
8373,9873,87,5,1,female,2,1
8374,9874,24,37,1,female,3,1
8375,9875,89,8,1,male,3,1
8376,9876,87,38,1,male,3,1
8377,9877,91,37,0,male,0,1
8378,9878,82,30,1,male,2,1
8379,9879,8,46,0,female,4,1
8380,9880,31,4,0,male,5,1
8381,9881,27,8,0,male,2,0
8382,9882,45,27,0,male,3,1
8383,9883,14,21,0,male,5,0
8384,9884,6,5,0,female,4,0
8385,9885,95,12,0,male,5,1
8386,9886,90,18,0,male,1,1
8387,9887,18,32,1,male,5,1
8388,9888,18,54,0,male,3,1
8389,9889,1,32,1,male,1,0
8390,9890,90,57,0,male,3,1
8391,9891,16,6,0,female,2,0
8392,9892,64,6,1,female,1,1
8393,9893,44,13,1,male,1,0
8394,9894,6,47,0,female,1,0
8395,9895,19,27,0,female,0,0
8396,9896,71,42,0,female,5,1
8397,9897,25,57,1,female,3,0
8398,9898,47,41,1,male,1,0
8399,9899,81,20,0,female,2,1
8400,9900,23,46,0,male,4,0
8401,9901,9,38,0,male,0,0
8402,9902,41,51,1,male,0,0
8403,9903,12,35,1,male,4,0
8404,9904,14,5,0,female,2,0
8405,9905,85,47,0,male,2,1
8406,9906,65,41,1,male,1,0
8407,9907,24,13,0,male,1,0
8408,9908,68,35,1,male,5,0
8409,9909,87,54,0,male,0,1
8410,9910,39,16,1,male,0,0
8411,9911,7,26,0,male,4,0
8412,9912,59,36,0,male,5,1
8413,9913,71,36,1,male,4,1
8414,9914,49,31,1,male,2,1
8415,9915,2,22,0,female,0,0
8416,9916,30,20,0,female,4,1
8417,9917,61,49,1,male,5,1
8418,9918,38,19,1,female,2,1
8419,9919,28,53,0,female,2,1
8420,9920,33,15,0,male,5,1
8421,9921,20,44,1,female,3,1
8422,9922,7,49,1,female,3,0
8423,9923,45,45,0,female,4,0
8424,9924,88,22,1,female,0,1
8425,9925,27,8,1,female,0,1
8426,9926,63,15,1,female,4,0
8427,9927,41,31,1,female,4,0
8428,9928,73,33,1,female,3,0
8429,9929,98,20,0,female,2,1
8430,9930,48,1,0,male,1,0
8431,9931,39,1,1,female,0,0
8432,9932,7,13,1,male,3,0
8433,9933,44,26,1,female,3,0
8434,9934,12,8,0,female,4,0
8435,9935,5,49,0,male,3,0
8436,9936,56,20,1,male,3,1
8437,9937,15,8,1,male,5,0
8438,9938,35,60,0,female,4,0
8439,9939,44,5,0,female,3,1
8440,9940,30,4,0,male,0,1
8441,9941,49,37,0,female,4,0
8442,9942,10,41,1,female,5,1
8443,9943,83,48,0,male,2,1
8444,9944,89,60,0,male,4,1
8445,9945,58,19,0,female,1,1
8446,9946,75,35,0,male,3,1
8447,9947,84,41,1,male,5,1
8448,9948,7,12,1,male,1,0
8449,9949,16,15,1,female,2,0
8450,9950,95,15,0,female,3,1
8451,9951,60,40,1,male,3,0
8452,9952,5,13,1,female,5,0
8453,9953,57,36,0,female,0,1
8454,9954,79,16,1,female,1,0
8455,9955,62,18,0,male,5,1
8456,9956,14,12,0,male,1,0
8457,9957,47,54,0,male,2,0
8458,9958,57,28,0,female,5,1
8459,9959,31,46,1,male,3,1
8460,9960,52,55,0,female,1,0
8461,9961,47,20,1,female,5,0
8462,9962,84,15,0,male,2,1
8463,9963,32,5,0,female,3,0
8464,9964,76,34,0,male,3,1
8465,9965,80,9,1,female,5,1
8466,9966,53,43,0,female,2,0
8467,9967,8,21,1,male,2,0
8468,9968,20,45,0,female,4,0
8469,9969,32,20,1,female,2,1
8470,9970,41,1,1,male,3,1
8471,9971,56,50,0,female,4,1
8472,9972,69,21,0,male,5,1
8473,9973,76,30,1,female,3,1
8474,9974,34,16,0,female,3,0
8475,9975,30,22,0,male,5,1
8476,9976,18,50,0,male,3,1
8477,9977,91,55,1,male,1,1
8478,9978,79,19,0,male,3,1
8479,9979,86,21,1,male,2,1
8480,9980,63,10,1,female,1,0
8481,9981,40,18,1,male,3,1
8482,9982,11,37,1,female,2,0
8483,9983,23,22,0,female,4,0
8484,9984,39,2,0,female,0,0
8485,9985,33,42,0,female,1,1
8486,9986,27,58,0,female,3,1
8487,9987,2,20,0,female,2,0
8488,9988,32,24,0,male,1,0
8489,9989,30,55,1,female,3,1
8490,9990,23,40,0,female,1,0
8491,9991,33,43,1,male,1,1
8492,9992,9,54,0,female,0,0
8493,9993,42,55,0,male,3,1
8494,9994,17,35,0,female,0,0
8495,9995,74,46,1,female,0,0
8496,9996,90,38,1,female,0,1
8497,9997,47,3,0,male,4,1
8498,9998,21,4,1,male,3,0
8499,9999,72,15,1,female,5,1
8500,10000,63,45,0,male,2,0
8501,10001,52,41,1,female,4,0
8502,10002,54,14,0,female,0,0
8503,10003,10,60,0,male,2,0
8504,10004,59,52,1,female,0,0
8505,10005,87,9,0,male,3,1
8506,10006,13,24,0,male,1,0
8507,10007,92,14,1,female,2,1
8508,10008,70,22,1,male,0,0
8509,10009,90,46,1,male,5,1
8510,10010,70,4,0,male,2,0
8511,10011,54,10,0,female,5,0
8512,10012,97,35,1,male,5,1
8513,10013,57,31,1,male,5,1
8514,10014,78,30,0,male,0,0
8515,10015,18,33,0,male,0,0
8516,10016,25,2,1,female,1,0
8517,10017,62,51,1,female,0,0
8518,10018,63,38,1,male,0,0
8519,10019,90,52,0,female,1,1
8520,10020,25,27,1,female,0,0
8521,10021,78,25,0,female,5,1
8522,10022,87,24,0,male,5,1
8523,10023,56,29,0,male,5,0
8524,10024,29,32,0,female,4,0
8525,10025,16,28,0,male,4,0
8526,10026,29,27,0,male,5,0
8527,10027,86,49,0,male,0,1
8528,10028,31,5,0,male,0,0
8529,10029,63,15,0,female,0,1
8530,10030,66,28,0,male,0,1
8531,10031,7,25,1,male,0,0
8532,10032,80,24,0,male,5,1
8533,10033,94,20,1,male,5,1
8534,10034,29,14,0,male,0,1
8535,10035,53,41,1,female,5,1
8536,10036,67,9,1,female,0,0
8537,10037,1,21,0,male,4,0
8538,10038,98,43,0,female,2,1
8539,10039,15,32,1,female,1,0
8540,10040,97,6,1,female,4,1
8541,10041,48,22,1,male,4,0
8542,10042,36,52,1,female,2,1
8543,10043,58,41,0,female,3,0
8544,10044,27,31,1,male,3,0
8545,10045,13,41,1,female,2,0
8546,10046,12,32,0,female,4,1
8547,10047,20,40,1,male,0,1
8548,10048,78,5,0,male,4,0
8549,10049,30,20,1,male,0,1
8550,10050,80,29,0,male,0,0
8551,10051,66,8,1,male,2,1
8552,10052,68,12,0,female,1,1
8553,10053,1,34,1,female,4,1
8554,10054,68,47,1,female,2,1
8555,10055,98,29,0,male,0,1
8556,10056,83,12,1,male,1,1
8557,10057,23,20,0,male,0,1
8558,10058,93,5,0,female,2,1
8559,10059,49,15,1,female,4,1
8560,10060,26,19,0,female,4,1
8561,10061,30,57,0,female,4,0
8562,10062,67,27,0,male,3,1
8563,10063,73,44,1,male,5,1
8564,10064,46,40,0,female,5,1
8565,10065,37,41,0,female,2,0
8566,10066,31,38,0,male,0,0
8567,10067,78,38,0,male,4,1
8568,10068,45,11,0,female,0,0
8569,10069,73,34,1,female,4,0
8570,10070,49,60,0,male,3,0
8571,10071,54,15,0,male,5,0
8572,10072,39,32,0,female,4,0
8573,10073,79,23,1,female,2,0
8574,10074,61,7,0,male,5,1
8575,10075,46,17,1,female,5,0
8576,10076,28,9,1,female,1,0
8577,10077,11,33,0,female,0,0
8578,10078,100,16,1,female,1,1
8579,10079,40,28,1,male,0,1
8580,10080,95,8,1,female,3,1
8581,10081,49,15,1,male,3,0
8582,10082,22,14,0,male,2,1
8583,10083,94,6,1,male,5,1
8584,10084,23,58,1,female,5,1
8585,10085,15,60,0,female,3,0
8586,10086,7,18,0,female,5,0
8587,10087,55,44,0,male,5,0
8588,10088,15,12,1,female,1,0
8589,10089,20,27,0,male,2,1
8590,10090,60,28,0,female,5,0
8591,10091,14,57,1,female,2,0
8592,10092,76,19,1,female,4,0
8593,10093,57,8,0,male,0,0
8594,10094,1,38,0,male,4,1
8595,10095,59,29,0,male,1,1
8596,10096,1,46,1,female,1,0
8597,10097,91,12,0,male,1,1
8598,10098,31,2,0,male,1,0
8599,10099,35,1,1,female,3,0
8600,10100,88,46,1,male,5,1
8601,10101,72,34,1,male,3,1
8602,10102,38,12,1,female,4,0
8603,10103,29,41,0,male,4,0
8604,10104,57,47,1,male,4,0
8605,10105,90,55,0,male,3,1
8606,10106,91,46,0,male,2,1
8607,10107,77,36,0,male,3,0
8608,10108,73,23,0,male,0,0
8609,10109,75,16,0,female,4,0
8610,10110,16,15,1,male,5,1
8611,10111,88,12,1,male,1,1
8612,10112,54,45,0,female,1,0
8613,10113,86,31,0,male,2,1
8614,10114,9,54,1,female,3,1
8615,10115,12,20,1,male,4,0
8616,10116,6,48,1,male,4,1
8617,10117,34,24,1,male,2,1
8618,10118,96,46,0,male,2,1
8619,10119,8,25,0,female,5,1
8620,10120,51,12,0,male,0,0
8621,10121,56,50,1,female,4,1
8622,10122,38,20,0,male,0,0
8623,10123,28,3,0,female,1,0
8624,10124,95,60,0,male,5,1
8625,10125,44,59,0,female,5,1
8626,10126,89,6,0,male,3,1
8627,10127,38,23,1,male,0,1
8628,10128,63,9,1,female,3,1
8629,10129,44,53,1,male,4,1
8630,10130,14,57,1,female,1,0
8631,10131,69,35,0,male,1,1
8632,10132,18,58,0,male,3,1
8633,10133,83,46,1,female,3,1
8634,10134,99,10,1,male,5,1
8635,10135,54,59,0,female,0,1
8636,10136,81,51,0,male,4,1
8637,10137,41,4,0,female,1,1
8638,10138,7,37,0,female,4,0
8639,10139,77,26,0,female,1,1
8640,10140,35,28,0,male,4,0
8641,10141,96,55,1,male,5,1
8642,10142,22,34,0,female,0,0
8643,10143,7,48,0,female,5,0
8644,10144,72,10,1,male,1,1
8645,10145,72,51,0,male,3,1
8646,10146,19,54,0,female,4,1
8647,10147,82,22,1,female,2,1
8648,10148,12,58,1,male,5,1
8649,10149,66,9,1,female,5,1
8650,10150,38,9,1,male,0,0
8651,10151,78,22,0,female,5,1
8652,10152,97,49,0,male,5,1
8653,10153,27,30,1,male,3,1
8654,10154,8,39,0,male,2,0
8655,10155,85,21,0,male,5,1
8656,10156,16,25,0,female,0,0
8657,10157,5,56,0,male,5,0
8658,10158,60,10,0,female,4,1
8659,10159,46,39,1,female,2,0
8660,10160,12,5,1,male,2,0
8661,10161,31,43,0,male,3,0
8662,10162,36,7,1,male,5,0
8663,10163,88,3,0,female,5,1
8664,10164,27,10,0,male,2,1
8665,10165,60,57,0,male,0,1
8666,10166,43,32,1,female,2,0
8667,10167,38,27,0,male,1,1
8668,10168,78,15,0,female,0,1
8669,10169,94,28,0,female,4,1
8670,10170,66,16,1,male,3,0
8671,10171,54,45,0,male,0,0
8672,10172,54,44,0,female,0,0
8673,10173,97,11,1,female,0,1
8674,10174,77,20,1,male,1,0
8675,10175,2,44,1,male,3,1
8676,10176,42,5,1,female,5,1
8677,10177,76,37,1,male,3,1
8678,10178,97,51,1,female,2,1
8679,10179,30,13,1,male,0,1
8680,10180,57,37,0,male,0,1
8681,10181,52,41,1,female,1,0
8682,10182,78,39,0,female,3,1
8683,10183,2,52,0,male,1,0
8684,10184,54,42,1,male,0,1
8685,10185,61,55,0,male,2,1
8686,10186,47,22,0,female,1,0
8687,10187,54,17,0,male,1,1
8688,10188,25,47,1,female,2,1
8689,10189,44,35,1,female,4,1
8690,10190,71,27,1,male,2,1
8691,10191,4,47,1,male,2,0
8692,10192,20,11,0,male,1,0
8693,10193,57,3,1,female,3,1
8694,10194,6,45,1,female,0,0
8695,10195,48,26,0,male,3,0
8696,10196,92,29,1,male,5,1
8697,10197,65,7,1,female,4,0
8698,10198,98,34,0,male,5,1
8699,10199,44,60,1,female,5,0
8700,10200,79,54,0,male,4,0
8701,10201,96,60,1,male,3,1
8702,10202,58,9,0,female,4,0
8703,10203,62,49,1,male,0,0
8704,10204,98,22,0,female,5,1
8705,10205,36,40,0,female,3,0
8706,10206,92,33,0,female,3,1
8707,10207,76,5,0,female,1,1
8708,10208,2,44,0,female,3,1
8709,10209,6,13,1,female,4,1
8710,10210,49,34,1,male,3,1
8711,10211,45,37,1,male,2,0
8712,10212,91,20,0,female,5,1
8713,10213,77,38,1,male,5,1
8714,10214,5,6,0,female,4,1
8715,10215,41,3,0,female,5,1
8716,10216,40,29,1,female,3,0
8717,10217,89,12,0,female,2,1
8718,10218,77,60,0,male,5,1
8719,10219,84,4,1,female,3,1
8720,10220,13,30,0,female,3,1
8721,10221,13,36,1,female,0,0
8722,10222,34,16,0,male,4,0
8723,10223,9,30,0,male,4,1
8724,10224,98,30,1,male,1,1
8725,10225,82,18,0,female,3,1
8726,10226,53,5,0,female,3,1
8727,10227,51,32,0,male,3,0
8728,10228,42,13,1,male,5,0
8729,10229,23,40,1,female,3,0
8730,10230,74,15,0,female,2,1
8731,10231,96,23,0,female,2,1
8732,10232,97,41,1,female,2,1
8733,10233,79,54,0,male,1,0
8734,10234,34,42,0,female,0,0
8735,10235,75,1,1,male,5,1
8736,10236,4,23,0,male,4,0
8737,10237,72,60,1,female,5,0
8738,10238,77,57,0,male,4,1
8739,10239,46,52,1,male,2,1
8740,10240,99,14,0,male,3,1
8741,10241,90,24,0,male,0,1
8742,10242,54,15,1,male,0,1
8743,10243,35,9,0,female,2,1
8744,10244,85,49,0,female,1,1
8745,10245,61,24,0,female,1,0
8746,10246,65,43,1,male,1,0
8747,10247,86,15,1,female,3,1
8748,10248,69,41,0,female,4,0
8749,10249,67,30,0,male,0,1
8750,10250,37,53,1,female,4,0
8751,10251,30,24,0,male,5,0
8752,10252,90,4,0,female,2,1
8753,10253,29,57,1,male,5,1
8754,10254,100,13,1,female,3,1
8755,10255,81,23,0,female,0,1
8756,10256,15,13,0,female,4,1
8757,10257,82,18,0,female,3,1
8758,10258,5,48,1,female,5,1
8759,10259,48,3,0,female,3,0
8760,10260,78,6,1,female,0,0
8761,10261,69,58,1,female,1,0
8762,10262,99,12,0,male,5,1
8763,10263,75,27,1,male,4,1
8764,10264,29,35,1,male,4,0
8765,10265,93,26,0,female,3,1
8766,10266,51,25,1,male,1,1
8767,10267,97,17,0,male,0,1
8768,10268,86,20,0,female,2,1
8769,10269,18,34,0,female,4,1
8770,10270,73,37,0,female,5,1
8771,10271,75,38,1,male,5,1
8772,10272,15,5,0,male,4,1
8773,10273,67,39,1,male,2,0
8774,10274,43,8,1,female,5,1
8775,10275,83,47,1,male,0,1
8776,10276,18,5,1,male,3,0
8777,10277,79,10,1,female,0,0
8778,10278,93,49,1,female,5,1
8779,10279,96,38,1,female,0,1
8780,10280,52,48,0,male,2,1
8781,10281,7,38,0,female,2,0
8782,10282,49,54,0,male,2,0
8783,10283,86,34,0,female,4,1
8784,10284,87,43,0,male,1,1
8785,10285,100,36,1,female,2,1
8786,10286,33,29,0,female,1,1
8787,10287,57,49,1,male,3,0
8788,10288,88,47,1,male,0,1
8789,10289,76,20,0,female,5,1
8790,10290,33,53,1,male,3,0
8791,10291,90,25,1,female,4,1
8792,10292,77,17,1,male,3,1
8793,10293,90,38,1,male,5,1
8794,10294,90,18,0,male,0,1
8795,10295,83,26,0,male,0,1
8796,10296,27,2,0,female,4,1
8797,10297,59,20,1,male,1,1
8798,10298,95,8,1,female,3,1
8799,10299,22,37,0,female,4,1
8800,10300,85,31,1,male,5,1
8801,10301,37,33,1,male,1,0
8802,10302,46,46,0,female,0,1
8803,10303,31,53,0,female,3,1
8804,10304,88,57,1,male,1,1
8805,10305,56,46,1,female,1,0
8806,10306,85,19,1,female,5,1
8807,10307,4,44,1,male,4,1
8808,10308,75,59,1,male,4,0
8809,10309,50,18,1,male,4,0
8810,10310,67,34,0,female,4,1
8811,10311,73,2,1,male,5,1
8812,10312,29,53,1,male,0,1
8813,10313,30,5,1,female,5,0
8814,10314,57,57,1,female,0,0
8815,10315,82,58,0,male,1,1
8816,10316,74,24,1,male,3,0
8817,10317,23,49,1,female,5,0
8818,10318,91,9,0,male,4,1
8819,10319,48,50,0,female,3,1
8820,10320,10,15,1,female,4,1
8821,10321,81,51,1,male,1,1
8822,10322,16,46,0,female,1,0
8823,10323,5,53,0,female,0,0
8824,10324,90,56,0,male,5,1
8825,10325,26,43,0,male,0,0
8826,10326,61,26,1,female,1,0
8827,10327,79,52,0,female,1,1
8828,10328,50,25,0,male,2,1
8829,10329,18,8,0,female,2,0
8830,10330,40,55,0,male,0,1
8831,10331,53,36,1,female,1,1
8832,10332,73,38,0,female,5,1
8833,10333,74,48,1,male,2,1
8834,10334,94,27,1,female,3,1
8835,10335,5,8,0,female,2,0
8836,10336,23,4,0,female,0,1
8837,10337,37,53,1,female,2,1
8838,10338,69,9,0,female,4,1
8839,10339,14,48,1,female,4,0
8840,10340,48,32,0,male,3,0
8841,10341,91,54,0,female,3,1
8842,10342,61,45,0,female,3,1
8843,10343,30,23,0,female,5,1
8844,10344,91,7,1,male,1,1
8845,10345,23,33,0,female,0,1
8846,10346,71,7,0,male,1,0
8847,10347,5,18,0,male,5,1
8848,10348,1,28,1,female,2,0
8849,10349,89,46,1,female,3,1
8850,10350,72,52,1,female,4,0
8851,10351,93,12,0,female,0,1
8852,10352,58,25,1,female,5,0
8853,10353,31,13,1,male,5,0
8854,10354,21,7,1,female,4,1
8855,10355,95,23,0,female,5,1
8856,10356,78,3,1,female,3,1
8857,10357,75,6,1,male,1,1
8858,10358,86,20,1,female,5,1
8859,10359,77,7,0,female,4,0
8860,10360,18,53,1,male,0,0
8861,10361,98,3,0,male,4,1
8862,10362,17,14,1,female,3,1
8863,10363,23,51,1,female,3,1
8864,10364,59,22,1,male,2,1
8865,10365,67,8,1,female,4,1
8866,10366,97,37,0,male,2,1
8867,10367,99,59,0,male,1,1
8868,10368,5,52,1,female,0,0
8869,10369,67,37,0,male,2,1
8870,10370,12,35,1,female,1,0
8871,10371,47,38,0,male,2,1
8872,10372,76,2,1,male,5,1
8873,10373,78,33,0,female,2,1
8874,10374,91,48,1,male,2,1
8875,10375,1,53,1,female,2,0
8876,10376,59,14,0,male,1,0
8877,10377,72,9,1,female,5,1
8878,10378,61,4,0,female,5,1
8879,10379,11,35,0,male,0,0
8880,10380,30,38,1,female,2,0
8881,10381,2,54,1,male,2,0
8882,10382,62,11,1,male,3,0
8883,10383,42,21,1,male,2,1
8884,10384,21,32,0,male,2,1
8885,10385,42,53,1,female,2,0
8886,10386,14,44,1,female,0,0
8887,10387,96,24,0,male,3,1
8888,10388,67,8,1,female,1,0
8889,10389,62,31,0,female,3,1
8890,10390,45,49,1,female,2,0
8891,10391,88,50,1,male,4,1
8892,10392,5,41,0,female,1,0
8893,10393,77,12,0,female,0,0
8894,10394,31,49,0,female,2,0
8895,10395,81,40,0,female,0,1
8896,10396,85,30,1,female,2,1
8897,10397,3,17,1,female,1,0
8898,10398,31,43,1,female,1,1
8899,10399,94,30,1,female,0,1
8900,10400,94,1,1,female,5,1
8901,10401,18,27,0,male,0,0
8902,10402,70,8,0,female,5,1
8903,10403,44,28,0,male,1,1
8904,10404,47,10,0,male,4,1
8905,10405,48,57,1,male,3,1
8906,10406,58,29,0,female,4,1
8907,10407,29,22,0,female,0,1
8908,10408,43,56,0,female,3,1
8909,10409,24,15,0,female,3,1
8910,10410,73,39,0,male,0,0
8911,10411,6,32,0,female,0,0
8912,10412,8,52,0,female,2,0
8913,10413,93,12,1,male,3,1
8914,10414,36,23,0,male,2,0
8915,10415,22,6,1,female,2,1
8916,10416,62,12,1,male,4,0
8917,10417,94,8,0,male,4,1
8918,10418,86,50,1,male,4,1
8919,10419,80,59,0,male,2,0
8920,10420,4,13,0,female,0,0
8921,10421,2,52,0,female,0,0
8922,10422,50,31,1,female,2,1
8923,10423,66,18,0,male,5,1
8924,10424,77,33,0,female,5,1
8925,10425,96,44,1,female,0,1
8926,10426,81,7,1,male,4,1
8927,10427,75,56,1,female,1,0
8928,10428,38,31,1,male,1,1
8929,10429,89,10,1,male,0,1
8930,10430,89,24,0,female,0,1
8931,10431,8,34,1,male,4,0
8932,10432,72,31,0,male,5,1
8933,10433,99,24,0,female,4,1
8934,10434,63,52,0,male,5,1
8935,10435,84,40,1,female,0,1
8936,10436,1,27,1,female,4,1
8937,10437,98,42,1,female,4,1
8938,10438,80,40,1,male,1,0
8939,10439,89,59,0,female,5,1
8940,10440,36,22,1,female,4,1
8941,10441,64,12,1,male,2,1
8942,10442,1,9,0,male,1,0
8943,10443,82,38,1,female,1,1
8944,10444,46,5,1,female,2,1
8945,10445,34,22,1,female,2,0
8946,10446,82,23,0,male,1,1
8947,10447,64,48,0,female,1,0
8948,10448,74,54,0,female,5,1
8949,10449,67,5,0,male,4,1
8950,10450,78,47,0,female,5,1
8951,10451,36,55,1,male,0,0
8952,10452,65,46,1,male,5,1
8953,10453,16,33,0,female,5,1
8954,10454,41,13,1,male,3,1
8955,10455,61,26,0,male,3,1
8956,10456,1,45,1,female,4,0
8957,10457,54,31,0,male,3,0
8958,10458,79,43,0,female,0,1
8959,10459,57,35,0,male,2,1
8960,10460,28,9,0,female,0,1
8961,10461,70,55,0,male,1,1
8962,10462,11,8,1,male,3,0
8963,10463,26,60,0,male,3,1
8964,10464,14,24,0,female,5,0
8965,10465,7,39,0,male,0,0
8966,10466,73,28,1,male,3,0
8967,10467,75,54,1,female,0,0
8968,10468,67,38,1,female,0,1
8969,10469,15,11,1,female,0,0
8970,10470,73,1,1,male,1,1
8971,10471,74,11,1,female,5,1
8972,10472,76,48,0,female,4,0
8973,10473,64,39,1,male,5,0
8974,10474,77,38,1,male,2,1
8975,10475,27,24,1,female,3,0
8976,10476,69,5,0,male,5,1
8977,10477,21,18,0,male,3,0
8978,10478,1,17,0,female,4,1
8979,10479,65,46,0,male,0,0
8980,10480,57,36,1,female,3,0
8981,10481,35,37,0,male,0,0
8982,10482,56,36,0,female,5,0
8983,10483,73,45,0,male,5,1
8984,10484,51,38,0,male,5,0
8985,10485,94,22,0,male,5,1
8986,10486,76,4,0,male,3,1
8987,10487,66,57,1,male,4,0
8988,10488,56,20,0,male,3,0
8989,10489,85,39,1,female,4,1
8990,10490,63,23,1,female,0,0
8991,10491,97,33,0,male,4,1
8992,10492,68,8,0,male,0,1
8993,10493,58,53,0,male,1,1
8994,10494,46,21,1,male,2,0
8995,10495,18,18,0,female,4,1
8996,10496,23,1,0,female,2,1
8997,10497,68,30,1,male,3,0
8998,10498,73,22,0,female,0,1
8999,10499,85,12,0,female,2,1
9000,10500,60,18,1,female,2,0
9001,10501,88,21,0,male,2,1
9002,10502,13,48,0,female,5,0
9003,10503,90,42,0,female,3,1
9004,10504,90,23,0,female,4,1
9005,10505,86,45,1,male,1,1
9006,10506,98,17,0,female,0,1
9007,10507,40,24,1,male,0,0
9008,10508,93,12,1,male,5,1
9009,10509,99,34,1,female,5,1
